NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
90;3;111;2:38.709;0;;43.836;0;1:14.466;0;40.407;0;158.9;5:07:15.890;18:38:19.452;0:43.836;1:14.466;0:40.407;221.6;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;112;2:38.030;0;;43.357;0;1:14.459;0;40.214;0;159.6;5:09:53.920;18:40:57.482;0:43.357;1:14.459;0:40.214;238.2;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;113;2:38.035;0;;43.204;0;1:14.633;0;40.198;0;159.5;5:12:31.955;18:43:35.517;0:43.204;1:14.633;0:40.198;238.2;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;114;2:38.160;0;;43.041;0;1:14.557;0;40.562;0;159.4;5:15:10.115;18:46:13.677;0:43.041;1:14.557;0:40.562;232.0;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;115;2:46.357;0;B;43.559;0;1:15.405;0;47.393;0;151.6;5:17:56.472;18:49:00.034;0:43.559;1:15.405;0:47.393;232.0;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;116;3:44.833;0;;1:29.311;0;1:27.293;0;48.229;0;112.1;5:21:41.305;18:52:44.867;1:29.311;1:27.293;0:48.229;168.8;Charles EASTWOOD;0:00:44.825;LMGTE Am;;TF Sport;Aston Martin;
90;3;117;3:25.719;0;;59.595;0;1:31.879;0;54.245;0;122.6;5:25:07.024;18:56:10.586;0:59.595;1:31.879;0:54.245;167.2;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;118;5:07.786;0;;1:30.415;0;2:07.407;0;1:29.964;0;81.9;5:30:14.810;19:01:18.372;1:30.415;2:07.407;1:29.964;84.1;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;119;4:19.961;0;;1:40.620;0;1:41.021;0;58.320;0;97.0;5:34:34.771;19:05:38.333;1:40.620;1:41.021;0:58.320;92.3;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;120;3:33.257;0;;1:06.563;0;1:32.383;0;54.311;0;118.2;5:38:08.028;19:09:11.590;1:06.563;1:32.383;0:54.311;154.1;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;121;3:20.349;0;;1:04.620;0;1:27.284;0;48.445;0;125.9;5:41:28.377;19:12:31.939;1:04.620;1:27.284;0:48.445;141.6;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
90;3;122;3:26.056;0;;55.769;0;1:30.139;0;1:00.148;0;122.4;5:44:54.433;19:15:57.995;0:55.769;1:30.139;1:00.148;165.4;Charles EASTWOOD;;LMGTE Am;;TF Sport;Aston Martin;
91;2;1;2:27.990;0;;47.615;0;1:05.579;0;34.796;1;167.4;2:27.990;13:33:31.552;0:47.615;1:05.579;0:34.796;264.3;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;2;2:18.023;0;;39.737;0;1:02.625;0;35.661;0;182.7;4:46.013;13:35:49.575;0:39.737;1:02.625;0:35.661;264.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;3;2:39.940;0;B;45.538;0;1:06.912;0;47.490;0;157.6;7:25.953;13:38:29.515;0:45.538;1:06.912;0:47.490;247.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;4;3:25.334;0;;1:27.915;0;1:17.322;0;40.097;0;122.8;10:51.287;13:41:54.849;1:27.915;1:17.322;0:40.097;224.8;Gianmaria BRUNI;0:00:53.487;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;5;2:41.079;0;;44.311;0;1:16.449;0;40.319;0;156.5;13:32.366;13:44:35.928;0:44.311;1:16.449;0:40.319;228.1;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;6;2:45.406;0;;44.553;0;1:20.305;0;40.548;0;152.4;16:17.772;13:47:21.334;0:44.553;1:20.305;0:40.548;215.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;7;2:46.026;0;;45.027;0;1:19.454;0;41.545;0;151.9;19:03.798;13:50:07.360;0:45.027;1:19.454;0:41.545;210.0;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;8;2:54.711;0;B;46.451;0;1:20.830;0;47.430;0;144.3;21:58.509;13:53:02.071;0:46.451;1:20.830;0:47.430;202.5;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;9;3:20.622;0;;1:16.260;0;1:19.574;0;44.788;0;125.7;25:19.131;13:56:22.693;1:16.260;1:19.574;0:44.788;235.1;Gianmaria BRUNI;0:00:41.783;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;10;3:11.976;0;;52.695;0;1:21.875;0;57.406;0;131.3;28:31.107;13:59:34.669;0:52.695;1:21.875;0:57.406;163.2;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;11;2:56.206;0;;57.664;0;1:17.745;0;40.797;0;143.1;31:27.313;14:02:30.875;0:57.664;1:17.745;0:40.797;217.6;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;12;2:46.641;0;;44.299;0;1:19.714;0;42.628;0;151.3;34:13.954;14:05:17.516;0:44.299;1:19.714;0:42.628;217.2;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;13;2:43.887;0;;44.733;0;1:17.580;0;41.574;0;153.9;36:57.841;14:08:01.403;0:44.733;1:17.580;0:41.574;197.0;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;14;3:19.021;0;;1:03.171;0;1:23.462;0;52.388;0;126.7;40:16.862;14:11:20.424;1:03.171;1:23.462;0:52.388;74.7;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;15;3:09.186;0;;59.621;0;1:17.999;0;51.566;0;133.3;43:26.048;14:14:29.610;0:59.621;1:17.999;0:51.566;90.8;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;16;3:10.490;0;;58.592;0;1:17.489;0;54.409;0;132.4;46:36.538;14:17:40.100;0:58.592;1:17.489;0:54.409;124.0;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;17;3:10.068;0;;50.206;0;1:23.467;0;56.395;0;132.7;49:46.606;14:20:50.168;0:50.206;1:23.467;0:56.395;161.3;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;18;2:36.831;0;;42.894;0;1:14.188;0;39.749;0;160.8;52:23.437;14:23:26.999;0:42.894;1:14.188;0:39.749;214.2;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;19;2:35.236;0;;42.057;0;1:13.753;0;39.426;0;162.4;54:58.673;14:26:02.235;0:42.057;1:13.753;0:39.426;215.0;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;20;2:32.693;0;;41.785;0;1:12.151;0;38.757;0;165.1;57:31.366;14:28:34.928;0:41.785;1:12.151;0:38.757;245.7;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;21;2:32.572;0;;41.883;0;1:11.764;0;38.925;0;165.3;1:00:03.938;14:31:07.500;0:41.883;1:11.764;0:38.925;249.7;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;22;2:33.419;0;;42.194;0;1:12.222;0;39.003;0;164.3;1:02:37.357;14:33:40.919;0:42.194;1:12.222;0:39.003;249.7;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;23;2:47.863;0;;45.803;0;1:15.219;0;46.841;0;150.2;1:05:25.220;14:36:28.782;0:45.803;1:15.219;0:46.841;210.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;24;2:55.505;0;;49.956;0;1:17.584;0;47.965;0;143.7;1:08:20.725;14:39:24.287;0:49.956;1:17.584;0:47.965;186.5;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;25;4:20.693;0;;1:29.102;0;1:51.555;0;1:00.036;0;96.7;1:12:41.418;14:43:44.980;1:29.102;1:51.555;1:00.036;82.5;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;26;2:58.422;0;;57.912;0;1:19.032;0;41.478;0;141.3;1:15:39.840;14:46:43.402;0:57.912;1:19.032;0:41.478;176.2;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;27;2:50.906;0;;46.275;0;1:19.955;0;44.676;0;147.5;1:18:30.746;14:49:34.308;0:46.275;1:19.955;0:44.676;213.3;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;28;2:47.973;0;B;43.250;0;1:13.510;0;51.213;0;150.1;1:21:18.719;14:52:22.281;0:43.250;1:13.510;0:51.213;236.1;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;29;3:22.902;0;;1:31.307;0;1:15.265;0;36.330;0;124.3;1:24:41.621;14:55:45.183;1:31.307;1:15.265;0:36.330;213.3;Gianmaria BRUNI;0:00:59.158;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;30;2:28.182;0;;41.412;0;1:11.664;0;35.106;0;170.2;1:27:09.803;14:58:13.365;0:41.412;1:11.664;0:35.106;213.3;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;31;2:23.711;0;;40.522;0;1:08.145;0;35.044;0;175.5;1:29:33.514;15:00:37.076;0:40.522;1:08.145;0:35.044;239.7;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;32;2:20.862;0;;39.495;0;1:06.406;0;34.961;0;179.0;1:31:54.376;15:02:57.938;0:39.495;1:06.406;0:34.961;257.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;33;2:18.090;0;;39.480;0;1:03.562;0;35.048;0;182.6;1:34:12.466;15:05:16.028;0:39.480;1:03.562;0:35.048;253.2;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;34;2:17.656;0;;39.473;0;1:03.147;0;35.036;0;183.2;1:36:30.122;15:07:33.684;0:39.473;1:03.147;0:35.036;248.5;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;35;2:16.650;0;;39.371;0;1:02.417;0;34.862;0;184.5;1:38:46.772;15:09:50.334;0:39.371;1:02.417;0:34.862;257.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;36;2:16.461;0;;39.240;0;1:02.297;1;34.924;0;184.8;1:41:03.233;15:12:06.795;0:39.240;1:02.297;0:34.924;262.4;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;37;2:17.802;0;;39.239;0;1:02.532;0;36.031;0;183.0;1:43:21.035;15:14:24.597;0:39.239;1:02.532;0:36.031;264.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;38;2:20.152;0;;39.047;1;1:03.964;0;37.141;0;179.9;1:45:41.187;15:16:44.749;0:39.047;1:03.964;0:37.141;264.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;39;2:17.324;0;;39.144;0;1:03.000;0;35.180;0;183.6;1:47:58.511;15:19:02.073;0:39.144;1:03.000;0:35.180;265.6;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;40;2:17.543;0;;39.214;0;1:03.200;0;35.129;0;183.3;1:50:16.054;15:21:19.616;0:39.214;1:03.200;0:35.129;265.6;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;41;2:17.557;0;;39.114;0;1:02.815;0;35.628;0;183.3;1:52:33.611;15:23:37.173;0:39.114;1:02.815;0:35.628;264.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;42;2:17.398;0;;39.183;0;1:03.024;0;35.191;0;183.5;1:54:51.009;15:25:54.571;0:39.183;1:03.024;0:35.191;264.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;2;43;2:25.570;0;B;39.298;0;1:03.800;0;42.472;0;173.2;1:57:16.579;15:28:20.141;0:39.298;1:03.800;0:42.472;266.9;Gianmaria BRUNI;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;44;5:34.067;0;;2:15.421;0;2:07.912;0;1:10.734;0;75.5;2:02:50.646;15:33:54.208;2:15.421;2:07.912;1:10.734;80.0;Richard LIETZ;0:00:55.386;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;45;2:19.984;0;;40.718;0;1:04.334;0;34.932;0;180.1;2:05:10.630;15:36:14.192;0:40.718;1:04.334;0:34.932;259.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;46;2:16.714;0;;38.891;0;1:02.566;0;35.257;0;184.4;2:07:27.344;15:38:30.906;0:38.891;1:02.566;0:35.257;266.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;47;2:18.894;0;;40.015;0;1:03.398;0;35.481;0;181.5;2:09:46.238;15:40:49.800;0:40.015;1:03.398;0:35.481;263.0;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;48;2:16.662;0;;38.910;0;1:02.773;0;34.979;0;184.5;2:12:02.900;15:43:06.462;0:38.910;1:02.773;0:34.979;266.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;49;2:16.971;0;;38.960;0;1:02.384;0;35.627;0;184.1;2:14:19.871;15:45:23.433;0:38.960;1:02.384;0:35.627;266.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;50;5:04.067;0;;1:32.095;0;2:07.391;0;1:24.581;0;82.9;2:19:23.938;15:50:27.500;1:32.095;2:07.391;1:24.581;80.1;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;51;2:40.393;0;;58.733;0;1:06.489;0;35.171;0;157.2;2:22:04.331;15:53:07.893;0:58.733;1:06.489;0:35.171;250.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;52;2:16.122;0;;38.994;0;1:02.107;2;35.021;0;185.2;2:24:20.453;15:55:24.015;0:38.994;1:02.107;0:35.021;265.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;53;2:16.971;0;;39.226;0;1:02.687;0;35.058;0;184.1;2:26:37.424;15:57:40.986;0:39.226;1:02.687;0:35.058;265.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;54;2:17.198;0;;38.957;0;1:03.038;0;35.203;0;183.8;2:28:54.622;15:59:58.184;0:38.957;1:03.038;0:35.203;264.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;55;2:17.290;0;;39.257;0;1:02.897;0;35.136;0;183.7;2:31:11.912;16:02:15.474;0:39.257;1:02.897;0:35.136;263.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;56;2:22.080;0;;39.114;0;1:04.903;0;38.063;0;177.5;2:33:33.992;16:04:37.554;0:39.114;1:04.903;0:38.063;263.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;57;2:21.021;0;;39.169;0;1:04.223;0;37.629;0;178.8;2:35:55.013;16:06:58.575;0:39.169;1:04.223;0:37.629;250.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;58;2:20.603;0;;40.235;0;1:04.641;0;35.727;0;179.3;2:38:15.616;16:09:19.178;0:40.235;1:04.641;0:35.727;262.4;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;59;2:17.419;0;;39.040;0;1:03.034;0;35.345;0;183.5;2:40:33.035;16:11:36.597;0:39.040;1:03.034;0:35.345;266.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;60;2:17.022;0;;38.801;0;1:02.916;0;35.305;0;184.0;2:42:50.057;16:13:53.619;0:38.801;1:02.916;0:35.305;267.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;61;2:17.138;0;;38.952;0;1:03.125;0;35.061;0;183.9;2:45:07.195;16:16:10.757;0:38.952;1:03.125;0:35.061;268.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;62;2:17.095;0;;38.762;2;1:03.115;0;35.218;0;183.9;2:47:24.290;16:18:27.852;0:38.762;1:03.115;0:35.218;268.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;63;2:18.081;0;;39.061;0;1:03.258;0;35.762;0;182.6;2:49:42.371;16:20:45.933;0:39.061;1:03.258;0:35.762;267.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;64;2:18.189;0;;39.571;0;1:03.585;0;35.033;0;182.5;2:52:00.560;16:23:04.122;0:39.571;1:03.585;0:35.033;264.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;65;2:17.576;0;;38.974;0;1:03.275;0;35.327;0;183.3;2:54:18.136;16:25:21.698;0:38.974;1:03.275;0:35.327;267.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;66;2:18.014;0;;39.253;0;1:03.539;0;35.222;0;182.7;2:56:36.150;16:27:39.712;0:39.253;1:03.539;0:35.222;266.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;67;2:17.485;0;;39.080;0;1:03.292;0;35.113;0;183.4;2:58:53.635;16:29:57.197;0:39.080;1:03.292;0:35.113;266.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;68;2:17.622;0;;39.060;0;1:03.314;0;35.248;0;183.2;3:01:11.257;16:32:14.819;0:39.060;1:03.314;0:35.248;265.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;69;2:17.848;0;;39.095;0;1:03.518;0;35.235;0;182.9;3:03:29.105;16:34:32.667;0:39.095;1:03.518;0:35.235;265.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;70;2:24.209;0;B;39.222;0;1:03.873;0;41.114;0;174.8;3:05:53.314;16:36:56.876;0:39.222;1:03.873;0:41.114;264.3;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;71;3:08.770;0;;1:31.461;0;1:02.644;0;34.665;2;133.6;3:09:02.084;16:40:05.646;1:31.461;1:02.644;0:34.665;259.9;Richard LIETZ;0:01:02.483;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;72;2:15.784;2;;38.762;0;1:02.203;0;34.819;0;185.7;3:11:17.868;16:42:21.430;0:38.762;1:02.203;0:34.819;268.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;73;2:16.708;0;;39.115;0;1:02.604;0;34.989;0;184.4;3:13:34.576;16:44:38.138;0:39.115;1:02.604;0:34.989;267.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;74;2:17.600;0;;39.007;0;1:02.920;0;35.673;0;183.2;3:15:52.176;16:46:55.738;0:39.007;1:02.920;0:35.673;266.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;75;2:17.569;0;;39.064;0;1:03.199;0;35.306;0;183.3;3:18:09.745;16:49:13.307;0:39.064;1:03.199;0:35.306;265.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;76;2:17.787;0;;39.188;0;1:03.376;0;35.223;0;183.0;3:20:27.532;16:51:31.094;0:39.188;1:03.376;0:35.223;266.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;77;2:23.196;0;;39.676;0;1:03.868;0;39.652;0;176.1;3:22:50.728;16:53:54.290;0:39.676;1:03.868;0:39.652;264.9;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;78;3:05.888;0;B;47.606;0;1:25.868;0;52.414;0;135.6;3:25:56.616;16:57:00.178;0:47.606;1:25.868;0:52.414;191.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;79;3:20.532;0;;1:26.810;0;1:14.430;0;39.292;0;125.7;3:29:17.148;17:00:20.710;1:26.810;1:14.430;0:39.292;241.3;Richard LIETZ;0:00:53.946;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;80;2:34.873;0;;42.521;0;1:13.132;0;39.220;0;162.8;3:31:52.021;17:02:55.583;0:42.521;1:13.132;0:39.220;219.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;81;2:33.973;0;;42.319;0;1:12.620;0;39.034;0;163.8;3:34:25.994;17:05:29.556;0:42.319;1:12.620;0:39.034;235.1;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;82;2:34.012;0;;42.077;0;1:12.730;0;39.205;0;163.7;3:37:00.006;17:08:03.568;0:42.077;1:12.730;0:39.205;238.7;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;83;2:34.172;0;;42.033;0;1:12.780;0;39.359;0;163.5;3:39:34.178;17:10:37.740;0:42.033;1:12.780;0:39.359;238.7;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;84;2:34.032;0;;42.151;0;1:12.920;0;38.961;0;163.7;3:42:08.210;17:13:11.772;0:42.151;1:12.920;0:38.961;247.4;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;85;2:34.681;0;;42.475;0;1:13.299;0;38.907;0;163.0;3:44:42.891;17:15:46.453;0:42.475;1:13.299;0:38.907;248.5;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;86;2:34.322;0;;42.496;0;1:12.662;0;39.164;0;163.4;3:47:17.213;17:18:20.775;0:42.496;1:12.662;0:39.164;253.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;87;2:34.433;0;;42.428;0;1:12.788;0;39.217;0;163.3;3:49:51.646;17:20:55.208;0:42.428;1:12.788;0:39.217;252.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;88;2:33.869;0;;42.087;0;1:12.905;0;38.877;0;163.9;3:52:25.515;17:23:29.077;0:42.087;1:12.905;0:38.877;255.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;89;2:34.120;0;;42.104;0;1:12.668;0;39.348;0;163.6;3:54:59.635;17:26:03.197;0:42.104;1:12.668;0:39.348;239.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;90;2:34.047;0;;42.358;0;1:12.677;0;39.012;0;163.7;3:57:33.682;17:28:37.244;0:42.358;1:12.677;0:39.012;250.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;91;2:32.714;0;;42.218;0;1:11.899;0;38.597;0;165.1;4:00:06.396;17:31:09.958;0:42.218;1:11.899;0:38.597;252.0;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;92;2:33.332;0;;42.061;0;1:12.559;0;38.712;0;164.4;4:02:39.728;17:33:43.290;0:42.061;1:12.559;0:38.712;250.3;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;93;2:33.400;0;;42.093;0;1:12.551;0;38.756;0;164.4;4:05:13.128;17:36:16.690;0:42.093;1:12.551;0:38.756;225.3;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;94;2:32.516;0;;42.022;0;1:11.837;0;38.657;0;165.3;4:07:45.644;17:38:49.206;0:42.022;1:11.837;0:38.657;250.3;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;95;2:38.710;0;;42.198;0;1:14.773;0;41.739;0;158.9;4:10:24.354;17:41:27.916;0:42.198;1:14.773;0:41.739;218.0;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;96;2:40.223;0;;43.439;0;1:16.185;0;40.599;0;157.4;4:13:04.577;17:44:08.139;0:43.439;1:16.185;0:40.599;242.4;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;97;2:40.205;0;;42.840;0;1:17.321;0;40.044;0;157.4;4:15:44.782;17:46:48.344;0:42.840;1:17.321;0:40.044;230.1;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;98;2:46.251;0;;43.142;0;1:16.627;0;46.482;0;151.7;4:18:31.033;17:49:34.595;0:43.142;1:16.627;0:46.482;245.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;99;4:20.545;0;;52.963;0;2:07.649;0;1:19.933;0;96.8;4:22:51.578;17:53:55.140;0:52.963;2:07.649;1:19.933;131.0;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;100;5:02.371;0;;1:40.696;0;2:07.633;0;1:14.042;0;83.4;4:27:53.949;17:58:57.511;1:40.696;2:07.633;1:14.042;74.1;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;101;3:51.028;0;;1:12.484;0;1:38.543;0;1:00.001;0;109.1;4:31:44.977;18:02:48.539;1:12.484;1:38.543;1:00.001;155.5;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;102;3:35.765;0;;1:00.531;0;1:37.560;0;57.674;0;116.9;4:35:20.742;18:06:24.304;1:00.531;1:37.560;0:57.674;126.6;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;103;3:31.403;0;B;55.285;0;1:34.785;0;1:01.333;0;119.3;4:38:52.145;18:09:55.707;0:55.285;1:34.785;1:01.333;159.4;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;104;3:43.126;0;;1:33.752;0;1:22.478;0;46.896;0;113.0;4:42:35.271;18:13:38.833;1:33.752;1:22.478;0:46.896;206.8;Richard LIETZ;0:00:58.507;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;105;3:23.386;0;;1:00.110;0;1:22.707;0;1:00.569;0;124.0;4:45:58.657;18:17:02.219;1:00.110;1:22.707;1:00.569;160.1;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;106;2:51.543;0;;46.739;0;1:22.165;0;42.639;0;147.0;4:48:50.200;18:19:53.762;0:46.739;1:22.165;0:42.639;171.2;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;107;2:41.821;0;;44.338;0;1:17.841;0;39.642;0;155.8;4:51:32.021;18:22:35.583;0:44.338;1:17.841;0:39.642;190.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;108;2:36.585;0;;42.849;0;1:14.392;0;39.344;0;161.0;4:54:08.606;18:25:12.168;0:42.849;1:14.392;0:39.344;219.8;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
91;1;109;2:35.369;0;;42.378;0;1:13.597;0;39.394;0;162.3;4:56:43.975;18:27:47.537;0:42.378;1:13.597;0:39.394;234.0;Richard LIETZ;;LMGTE Pro;;Porsche GT Team;Porsche;
