NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;1;1;2:06.349;0;;37.900;0;57.533;0;30.916;0;196.1;2:06.349;13:33:09.911;0:37.900;0:57.533;0:30.916;289.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;2;2:00.417;0;;34.830;0;54.824;0;30.763;1;209.4;4:06.766;13:35:10.328;0:34.830;0:54.824;0:30.763;302.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;3;2:17.278;0;B;40.012;0;55.696;0;41.570;0;183.7;6:24.044;13:37:27.606;0:40.012;0:55.696;0:41.570;289.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;4;3:10.094;0;;1:26.938;0;1:07.045;0;36.111;0;132.6;9:34.138;13:40:37.700;1:26.938;1:07.045;0:36.111;262.4;Neel JANI;0:00:58.509;LMP1;;Rebellion Racing;Rebellion;
1;1;5;2:29.763;0;;41.205;0;1:11.517;0;37.041;0;168.4;12:03.901;13:43:07.463;0:41.205;1:11.517;0:37.041;259.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;6;2:26.394;0;;39.924;0;1:09.323;0;37.147;0;172.2;14:30.295;13:45:33.857;0:39.924;1:09.323;0:37.147;244.6;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;7;2:28.091;0;;41.561;0;1:09.801;0;36.729;0;170.3;16:58.386;13:48:01.948;0:41.561;1:09.801;0:36.729;241.3;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;8;2:31.783;0;;41.324;0;1:13.133;0;37.326;0;166.1;19:30.169;13:50:33.731;0:41.324;1:13.133;0:37.326;210.4;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;9;2:31.006;0;;41.665;0;1:12.353;0;36.988;0;167.0;22:01.175;13:53:04.737;0:41.665;1:12.353;0:36.988;236.6;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;10;2:43.701;0;;41.242;0;1:19.004;0;43.455;0;154.0;24:44.876;13:55:48.438;0:41.242;1:19.004;0:43.455;205.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;11;3:34.670;0;;48.246;0;1:35.451;0;1:10.973;0;117.5;28:19.546;13:59:23.108;0:48.246;1:35.451;1:10.973;168.3;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;12;4:13.019;0;;1:24.517;0;1:43.833;0;1:04.669;0;99.7;32:32.565;14:03:36.127;1:24.517;1:43.833;1:04.669;82.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;13;3:49.169;0;;1:10.853;0;1:39.862;0;58.454;0;110.0;36:21.734;14:07:25.296;1:10.853;1:39.862;0:58.454;113.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;14;3:27.492;0;;1:01.939;0;1:33.655;0;51.898;0;121.5;39:49.226;14:10:52.788;1:01.939;1:33.655;0:51.898;129.8;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;15;3:12.725;0;;53.223;0;1:29.740;0;49.762;0;130.8;43:01.951;14:14:05.513;0:53.223;1:29.740;0:49.762;164.4;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;16;3:09.318;0;;52.026;0;1:28.703;0;48.589;0;133.2;46:11.269;14:17:14.831;0:52.026;1:28.703;0:48.589;162.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;17;3:18.701;0;;51.045;0;1:32.602;0;55.054;0;126.9;49:29.970;14:20:33.532;0:51.045;1:32.602;0:55.054;172.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;18;2:24.751;0;;39.673;0;1:09.358;0;35.720;0;174.2;51:54.721;14:22:58.283;0:39.673;1:09.358;0:35.720;212.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;19;2:21.321;0;;38.055;0;1:08.290;0;34.976;0;178.4;54:16.042;14:25:19.604;0:38.055;1:08.290;0:34.976;244.6;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;20;2:20.650;0;;38.007;0;1:07.731;0;34.912;0;179.3;56:36.692;14:27:40.254;0:38.007;1:07.731;0:34.912;250.8;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;21;2:19.783;0;;37.609;0;1:07.209;0;34.965;0;180.4;58:56.475;14:30:00.037;0:37.609;1:07.209;0:34.965;252.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;22;2:19.795;0;;37.632;0;1:07.234;0;34.929;0;180.4;1:01:16.270;14:32:19.832;0:37.632;1:07.234;0:34.929;259.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;23;2:40.070;0;;37.791;0;1:09.582;0;52.697;0;157.5;1:03:56.340;14:34:59.902;0:37.791;1:09.582;0:52.697;256.8;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;24;4:10.392;0;;1:01.748;0;1:51.710;0;1:16.934;0;100.7;1:08:06.732;14:39:10.294;1:01.748;1:51.710;1:16.934;80.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;25;4:09.081;0;;1:25.868;0;1:52.285;0;50.928;0;101.2;1:12:15.813;14:43:19.375;1:25.868;1:52.285;0:50.928;92.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;26;3:03.836;0;;54.478;0;1:19.214;0;50.144;0;137.2;1:15:19.649;14:46:23.211;0:54.478;1:19.214;0:50.144;172.5;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;27;3:04.681;0;B;51.441;0;1:22.895;0;50.345;0;136.5;1:18:24.330;14:49:27.892;0:51.441;1:22.895;0:50.345;182.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;28;3:46.208;0;;1:50.477;0;1:16.476;0;39.255;0;111.5;1:22:10.538;14:53:14.100;1:50.477;1:16.476;0:39.255;206.0;Neel JANI;0:01:16.820;LMP1;;Rebellion Racing;Rebellion;
1;1;29;2:33.584;0;;44.069;0;1:13.772;0;35.743;0;164.2;1:24:44.122;14:55:47.684;0:44.069;1:13.772;0:35.743;191.4;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;30;2:19.250;0;;37.722;0;1:08.024;0;33.504;0;181.1;1:27:03.372;14:58:06.934;0:37.722;1:08.024;0:33.504;238.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;31;2:13.553;0;;36.394;0;1:04.277;0;32.882;0;188.8;1:29:16.925;15:00:20.487;0:36.394;1:04.277;0:32.882;227.6;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;32;2:11.114;0;;35.659;0;1:03.458;0;31.997;0;192.3;1:31:28.039;15:02:31.601;0:35.659;1:03.458;0:31.997;250.3;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;33;2:08.733;0;;35.342;0;1:00.599;0;32.792;0;195.9;1:33:36.772;15:04:40.334;0:35.342;1:00.599;0:32.792;282.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;34;2:05.813;0;;34.953;0;59.303;0;31.557;0;200.4;1:35:42.585;15:06:46.147;0:34.953;0:59.303;0:31.557;278.6;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;35;2:06.116;0;;35.137;0;59.470;0;31.509;0;199.9;1:37:48.701;15:08:52.263;0:35.137;0:59.470;0:31.509;291.3;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;36;2:04.555;0;;35.192;0;57.594;0;31.769;0;202.4;1:39:53.256;15:10:56.818;0:35.192;0:57.594;0:31.769;301.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;37;2:06.390;0;;34.863;0;57.860;0;33.667;0;199.5;1:41:59.646;15:13:03.208;0:34.863;0:57.860;0:33.667;302.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;38;2:05.369;0;;35.043;0;57.377;0;32.949;0;201.1;1:44:05.015;15:15:08.577;0:35.043;0:57.377;0:32.949;304.4;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;39;2:12.782;0;B;35.134;0;59.540;0;38.108;0;189.9;1:46:17.797;15:17:21.359;0:35.134;0:59.540;0:38.108;302.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;40;2:42.277;0;;1:14.367;0;55.806;0;32.104;0;155.4;1:49:00.074;15:20:03.636;1:14.367;0:55.806;0:32.104;299.3;Neel JANI;0:00:48.815;LMP1;;Rebellion Racing;Rebellion;
1;1;41;1:59.758;0;;34.388;1;54.392;1;30.978;0;210.5;1:50:59.832;15:22:03.394;0:34.388;0:54.392;0:30.978;303.5;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;42;2:01.238;0;;34.481;0;55.818;0;30.939;0;208.0;1:53:01.070;15:24:04.632;0:34.481;0:55.818;0:30.939;305.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;43;2:04.804;0;;35.263;0;58.527;0;31.014;0;202.0;1:55:05.874;15:26:09.436;0:35.263;0:58.527;0:31.014;295.3;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;44;2:07.555;0;;34.432;0;57.131;0;35.992;0;197.7;1:57:13.429;15:28:16.991;0:34.432;0:57.131;0:35.992;305.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;45;5:20.891;0;B;1:42.111;0;2:08.337;0;1:30.443;0;78.6;2:02:34.320;15:33:37.882;1:42.111;2:08.337;1:30.443;78.5;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;46;3:04.422;0;;1:35.039;0;58.099;0;31.284;0;136.7;2:05:38.742;15:36:42.304;1:35.039;0:58.099;0:31.284;288.2;André LOTTERER;0:01:08.146;LMP1;;Rebellion Racing;Rebellion;
1;2;47;2:01.406;0;;34.704;0;55.284;0;31.418;0;207.7;2:07:40.148;15:38:43.710;0:34.704;0:55.284;0:31.418;301.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;48;2:03.598;0;;36.121;0;56.192;0;31.285;0;204.0;2:09:43.746;15:40:47.308;0:36.121;0:56.192;0:31.285;300.2;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;49;1:59.911;0;;34.456;0;54.438;0;31.017;0;210.3;2:11:43.657;15:42:47.219;0:34.456;0:54.438;0:31.017;306.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;50;2:03.177;0;;34.850;0;55.334;0;32.993;0;204.7;2:13:46.834;15:44:50.396;0:34.850;0:55.334;0:32.993;301.0;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;51;4:25.326;0;;34.724;0;1:59.632;0;1:50.970;0;95.0;2:18:12.160;15:49:15.722;0:34.724;1:59.632;1:50.970;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;52;3:21.812;0;;1:50.024;0;59.605;0;32.183;0;124.9;2:21:33.972;15:52:37.534;1:50.024;0:59.605;0:32.183;192.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;53;2:02.652;0;;35.247;0;56.347;0;31.058;0;205.6;2:23:36.624;15:54:40.186;0:35.247;0:56.347;0:31.058;298.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;54;2:01.583;0;;34.917;0;54.920;0;31.746;0;207.4;2:25:38.207;15:56:41.769;0:34.917;0:54.920;0:31.746;302.7;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;55;2:00.743;0;;34.520;0;55.215;0;31.008;0;208.8;2:27:38.950;15:58:42.512;0:34.520;0:55.215;0:31.008;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;56;1:59.984;0;;34.434;0;54.414;0;31.136;0;210.1;2:29:38.934;16:00:42.496;0:34.434;0:54.414;0:31.136;302.7;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;57;2:04.950;0;;34.408;0;58.626;0;31.916;0;201.8;2:31:43.884;16:02:47.446;0:34.408;0:58.626;0:31.916;292.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;58;2:08.271;0;;34.656;0;59.280;0;34.335;0;196.6;2:33:52.155;16:04:55.717;0:34.656;0:59.280;0:34.335;305.2;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;59;2:05.728;0;;34.662;0;58.448;0;32.618;0;200.5;2:35:57.883;16:07:01.445;0:34.662;0:58.448;0:32.618;307.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;60;2:02.355;0;;36.237;0;55.148;0;30.970;0;206.1;2:38:00.238;16:09:03.800;0:36.237;0:55.148;0:30.970;299.3;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;61;2:01.532;0;;34.355;0;56.325;0;30.852;0;207.5;2:40:01.770;16:11:05.332;0:34.355;0:56.325;0:30.852;306.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;62;1:58.986;0;;34.353;0;53.797;0;30.836;0;211.9;2:42:00.756;16:13:04.318;0:34.353;0:53.797;0:30.836;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;63;2:01.173;0;;34.272;0;55.127;0;31.774;0;208.1;2:44:01.929;16:15:05.491;0:34.272;0:55.127;0:31.774;305.2;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;64;1:58.750;2;;34.232;2;53.767;2;30.751;2;212.3;2:46:00.679;16:17:04.241;0:34.232;0:53.767;0:30.751;305.2;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;65;2:05.874;0;B;34.467;0;54.359;0;37.048;0;200.3;2:48:06.553;16:19:10.115;0:34.467;0:54.359;0:37.048;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;66;2:54.219;0;;1:26.177;0;56.586;0;31.456;0;144.7;2:51:00.772;16:22:04.334;1:26.177;0:56.586;0:31.456;294.5;André LOTTERER;0:01:01.961;LMP1;;Rebellion Racing;Rebellion;
1;2;67;2:00.940;0;;34.640;0;55.286;0;31.014;0;208.5;2:53:01.712;16:24:05.274;0:34.640;0:55.286;0:31.014;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;68;2:00.420;0;;34.649;0;54.628;0;31.143;0;209.4;2:55:02.132;16:26:05.694;0:34.649;0:54.628;0:31.143;301.0;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;69;2:02.612;0;;34.563;0;56.997;0;31.052;0;205.6;2:57:04.744;16:28:08.306;0:34.563;0:56.997;0:31.052;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;70;2:02.548;0;;34.791;0;56.489;0;31.268;0;205.7;2:59:07.292;16:30:10.854;0:34.791;0:56.489;0:31.268;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;71;2:02.823;0;;36.183;0;55.367;0;31.273;0;205.3;3:01:10.115;16:32:13.677;0:36.183;0:55.367;0:31.273;295.3;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;72;2:01.213;0;;34.575;0;55.638;0;31.000;0;208.0;3:03:11.328;16:34:14.890;0:34.575;0:55.638;0:31.000;306.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;73;2:00.416;0;;34.675;0;54.718;0;31.023;0;209.4;3:05:11.744;16:36:15.306;0:34.675;0:54.718;0:31.023;302.7;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;74;2:00.865;0;;34.672;0;55.029;0;31.164;0;208.6;3:07:12.609;16:38:16.171;0:34.672;0:55.029;0:31.164;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;75;2:02.641;0;;35.253;0;56.217;0;31.171;0;205.6;3:09:15.250;16:40:18.812;0:35.253;0:56.217;0:31.171;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;76;2:04.718;0;;36.631;0;56.063;0;32.024;0;202.2;3:11:19.968;16:42:23.530;0:36.631;0:56.063;0:32.024;298.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;77;2:04.644;0;;34.567;0;58.150;0;31.927;0;202.3;3:13:24.612;16:44:28.174;0:34.567;0:58.150;0:31.927;293.7;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;78;2:01.300;0;;34.458;0;55.536;0;31.306;0;207.9;3:15:25.912;16:46:29.474;0:34.458;0:55.536;0:31.306;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;79;1:59.276;0;;34.358;0;54.044;0;30.874;0;211.4;3:17:25.188;16:48:28.750;0:34.358;0:54.044;0:30.874;303.5;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;80;2:01.058;0;;34.485;0;55.603;0;30.970;0;208.3;3:19:26.246;16:50:29.808;0:34.485;0:55.603;0:30.970;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;81;2:02.385;0;;35.219;0;55.608;0;31.558;0;206.0;3:21:28.631;16:52:32.193;0:35.219;0:55.608;0:31.558;304.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;82;2:32.908;0;B;40.403;0;1:04.132;0;48.373;0;164.9;3:24:01.539;16:55:05.101;0:40.403;1:04.132;0:48.373;287.4;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;3;83;3:31.053;0;;1:39.887;0;1:13.036;0;38.130;0;119.5;3:27:32.592;16:58:36.154;1:39.887;1:13.036;0:38.130;222.0;Bruno SENNA;0:01:09.617;LMP1;;Rebellion Racing;Rebellion;
1;3;84;2:24.863;0;;39.349;0;1:09.582;0;35.932;0;174.1;3:29:57.455;17:01:01.017;0:39.349;1:09.582;0:35.932;252.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;85;2:24.794;0;;39.354;0;1:09.329;0;36.111;0;174.1;3:32:22.249;17:03:25.811;0:39.354;1:09.329;0:36.111;252.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;86;2:23.537;0;;38.698;0;1:08.993;0;35.846;0;175.7;3:34:45.786;17:05:49.348;0:38.698;1:08.993;0:35.846;226.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;87;2:22.603;0;;38.305;0;1:09.019;0;35.279;0;176.8;3:37:08.389;17:08:11.951;0:38.305;1:09.019;0:35.279;264.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;88;2:25.315;0;;38.281;0;1:10.419;0;36.615;0;173.5;3:39:33.704;17:10:37.266;0:38.281;1:10.419;0:36.615;277.1;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;89;2:23.805;0;;39.351;0;1:08.656;0;35.798;0;175.3;3:41:57.509;17:13:01.071;0:39.351;1:08.656;0:35.798;275.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;90;2:22.680;0;;39.172;0;1:08.023;0;35.485;0;176.7;3:44:20.189;17:15:23.751;0:39.172;1:08.023;0:35.485;272.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;91;2:21.383;0;;38.121;0;1:08.373;0;34.889;0;178.3;3:46:41.572;17:17:45.134;0:38.121;1:08.373;0:34.889;270.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;92;2:18.969;0;;37.681;0;1:06.502;0;34.786;0;181.4;3:49:00.541;17:20:04.103;0:37.681;1:06.502;0:34.786;262.4;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;93;2:17.867;0;;37.712;0;1:05.864;0;34.291;0;182.9;3:51:18.408;17:22:21.970;0:37.712;1:05.864;0:34.291;275.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;94;2:19.673;0;;37.836;0;1:07.726;0;34.111;0;180.5;3:53:38.081;17:24:41.643;0:37.836;1:07.726;0:34.111;273.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;95;2:18.455;0;;37.505;0;1:06.015;0;34.935;0;182.1;3:55:56.536;17:27:00.098;0:37.505;1:06.015;0:34.935;280.7;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;96;2:20.555;0;;39.090;0;1:07.174;0;34.291;0;179.4;3:58:17.091;17:29:20.653;0:39.090;1:07.174;0:34.291;264.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;97;2:18.307;0;;38.598;0;1:05.270;0;34.439;0;182.3;4:00:35.398;17:31:38.960;0:38.598;1:05.270;0:34.439;280.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;98;2:18.167;0;;37.294;1;1:06.808;0;34.065;1;182.5;4:02:53.565;17:33:57.127;0:37.294;1:06.808;0:34.065;275.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;99;2:17.837;0;;37.991;0;1:04.840;1;35.006;0;182.9;4:05:11.402;17:36:14.964;0:37.991;1:04.840;0:35.006;270.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;100;2:19.327;0;;38.360;0;1:06.179;0;34.788;0;181.0;4:07:30.729;17:38:34.291;0:38.360;1:06.179;0:34.788;268.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;101;2:18.538;0;;37.970;0;1:05.240;0;35.328;0;182.0;4:09:49.267;17:40:52.829;0:37.970;1:05.240;0:35.328;274.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;102;2:27.814;0;B;38.866;0;1:07.091;0;41.857;0;170.6;4:12:17.081;17:43:20.643;0:38.866;1:07.091;0:41.857;283.7;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;103;3:17.560;0;;1:29.864;0;1:12.005;0;35.691;0;127.6;4:15:34.641;17:46:38.203;1:29.864;1:12.005;0:35.691;266.2;Bruno SENNA;0:01:01.904;LMP1;;Rebellion Racing;Rebellion;
1;3;104;2:34.005;0;;38.766;0;1:11.644;0;43.595;0;163.7;4:18:08.646;17:49:12.208;0:38.766;1:11.644;0:43.595;279.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;105;4:40.126;0;;1:11.071;0;2:09.430;0;1:19.625;0;90.0;4:22:48.772;17:53:52.334;1:11.071;2:09.430;1:19.625;73.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;106;5:11.104;0;;1:48.863;0;2:06.411;0;1:15.830;0;81.0;4:27:59.876;17:59:03.438;1:48.863;2:06.411;1:15.830;84.4;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;107;4:14.948;0;;1:11.979;0;2:06.676;0;56.293;0;98.9;4:32:14.824;18:03:18.386;1:11.979;2:06.676;0:56.293;105.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;108;3:41.921;0;B;1:09.867;0;1:33.229;0;58.825;0;113.6;4:35:56.745;18:07:00.307;1:09.867;1:33.229;0:58.825;111.4;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;109;4:08.584;0;;1:57.587;0;1:26.745;0;44.252;0;101.4;4:40:05.329;18:11:08.891;1:57.587;1:26.745;0:44.252;195.2;Bruno SENNA;0:01:19.937;LMP1;;Rebellion Racing;Rebellion;
1;3;110;2:54.881;0;;48.631;0;1:22.521;0;43.729;0;144.2;4:43:00.210;18:14:03.772;0:48.631;1:22.521;0:43.729;199.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;111;3:02.181;0;;47.221;0;1:20.949;0;54.011;0;138.4;4:46:02.391;18:17:05.953;0:47.221;1:20.949;0:54.011;207.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;112;2:50.791;0;;44.819;0;1:22.585;0;43.387;0;147.6;4:48:53.182;18:19:56.744;0:44.819;1:22.585;0:43.387;152.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;113;2:41.727;0;;43.164;0;1:18.788;0;39.775;0;155.9;4:51:34.909;18:22:38.471;0:43.164;1:18.788;0:39.775;196.7;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;114;2:37.147;0;;42.814;0;1:15.196;0;39.137;0;160.4;4:54:12.056;18:25:15.618;0:42.814;1:15.196;0:39.137;187.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;115;2:33.684;0;;40.896;0;1:14.187;0;38.601;0;164.1;4:56:45.740;18:27:49.302;0:40.896;1:14.187;0:38.601;236.1;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;116;2:31.766;0;;40.326;0;1:13.827;0;37.613;0;166.1;4:59:17.506;18:30:21.068;0:40.326;1:13.827;0:37.613;260.5;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;117;2:31.436;0;;39.892;0;1:14.057;0;37.487;0;166.5;5:01:48.942;18:32:52.504;0:39.892;1:14.057;0:37.487;257.4;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;118;2:31.822;0;;40.062;0;1:14.026;0;37.734;0;166.1;5:04:20.764;18:35:24.326;0:40.062;1:14.026;0:37.734;258.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;119;2:30.617;0;;39.560;0;1:12.619;0;38.438;0;167.4;5:06:51.381;18:37:54.943;0:39.560;1:12.619;0:38.438;269.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;120;2:29.692;0;;40.763;0;1:11.958;0;36.971;0;168.4;5:09:21.073;18:40:24.635;0:40.763;1:11.958;0:36.971;268.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;121;2:27.890;0;;39.483;0;1:11.709;0;36.698;0;170.5;5:11:48.963;18:42:52.525;0:39.483;1:11.709;0:36.698;272.9;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;122;2:28.065;0;;39.240;0;1:11.779;0;37.046;0;170.3;5:14:17.028;18:45:20.590;0:39.240;1:11.779;0:37.046;273.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;123;2:29.642;0;;39.768;0;1:12.240;0;37.634;0;168.5;5:16:46.670;18:47:50.232;0:39.768;1:12.240;0:37.634;271.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;124;3:00.015;0;;41.972;0;1:18.364;0;59.679;0;140.1;5:19:46.685;18:50:50.247;0:41.972;1:18.364;0:59.679;240.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;125;4:50.981;0;;1:24.261;0;2:05.757;0;1:20.963;0;86.7;5:24:37.666;18:55:41.228;1:24.261;2:05.757;1:20.963;80.5;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;126;5:18.041;0;;1:36.134;0;2:13.512;0;1:28.395;0;79.3;5:29:55.707;19:00:59.269;1:36.134;2:13.512;1:28.395;78.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;127;4:19.925;0;;1:39.709;0;1:41.145;0;59.071;0;97.0;5:34:15.632;19:05:19.194;1:39.709;1:41.145;0:59.071;88.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
